QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,DBH.2019,BDS.2021,PIECE.2021,INTEGRITY.2021,DECAYCLASS.2021,GC.2021,HEIGHT.2021,TOPDIAM.2021,DBH.2021,LENGTH,ANGLE,DIRECTION,HOM,CODES.2019,PX,PY,Notes2021
954,91171,91171,ACRU,2.1,9.7,13.7,,,,,,,,,,,,1.3,LI,242.10001,39.7,
955,91176,91176,ULRU,7.4,3.6,18.7,,,,,,,,,,,,1.3,LI,247.39999,43.6,
955,91181,91181,ACRU,1.5,4.9,12.9,,,,,,,,,,,,1.3,LI,241.5,44.9,
956,91186,91186,LIST2,1,6.8,65.2,,,,,,,,,,,,1.15,LI;A,241,56.8,
956,91188,91188,CATO6,5.6,7.1,18,,,,,,,,,,,,1.3,LI,245.60001,57.1,
956,91189,91189,LIST2,7.5,7.3,71.7,,,,,,,,,,,,1.3,LI,247.5,57.3,
956,91190,91190,CACA18,9.3,9.1,17.2,,,,,,,,,,,,1.3,LI;L,249.3,59.1,
956,91192,91192,LITU,6.6,7.8,18.8,,,,,,,,,,,,1.3,LI,246.60001,57.8,
957,91196,91196,LIST2,1.6,0.6,62.9,,,,,,,,,,,,1.3,LI,241.60001,60.6,
957,91197,91197,QUAL,1.5,1.5,18,,,,,,,,,,,,1.3,LI,241.5,61.5,
957,91198,91198,CATO6,7.7,1.9,12.7,,,,,,,,,,,,1.3,LI,247.7,61.9,
957,91199,91199,FRPE,5.2,6.4,13.5,,,,,,,,,,,,1.3,LI,245.2,66.4,
958,92495,92495,FRPE,8.3,7.9,12.8,,,,,,,,,,,,1.3,LI,248.3,77.9,
958,92496,92496,LIST2,5.6,4.6,11,,,,,,,,,,,,1.3,LI,245.60001,74.6,
959,92482,92482,CACA18,1.1,3.7,15.5,,,,,,,,,,,,1.3,LI,241.10001,83.7,
961,90824,90824,LITU,8.5,0.2,11.1,,,,,,,,,,,,1.3,LI,258.5,0.2,
961,90826,90826,LIST2,9.6,2.1,17.2,,,,,,,,,,,,1.3,LI,259.60001,2.1,
961,90829,90829,LIST2,7.3,4.6,21,,,,,,,,,,,,1.3,LI,257.29999,4.6,
962,90915,90915,LIST2,0.3,3.9,33.6,,,,,,,,,,,,1.3,LI,250.3,13.9,
962,90926,90926,LITU,8.2,7,77.1,,,,,,,,,,,,1.3,LI,258.20001,17,
963,90931,90931,LITU,0.6,2.9,51.5,,,,,,,,,,,,1.3,LI,250.60001,22.9,
963,90936,90936,LIST2,8.3,0.7,39.6,,,,,,,,,,,,1.28,LI;A,258.29999,20.7,
963,90941,90941,LITU,1.7,4.5,32.9,,,,,,,,,,,,1.3,LI,251.7,24.5,
964,90958,90958,FAGR,7.5,8.5,11.9,,,,,,,,,,,,1.3,LI,257.5,38.5,
964,90959,90959,ACRU,6.1,8.8,35.2,,,,,,,,,,,,1.3,LI;IR,256.10001,38.8,
964,90967,90967,ACRU,0.6,8.1,10.6,,,,,,,,,,,,1.3,LI,250.60001,38.1,
964,90968,90968,LITU,0.6,8.8,83.9,,,,,,,,,,,,1.3,LI,250.60001,38.8,
965,91150,91150,QUAL,1.6,6.3,15.3,,,,,,,,,,,,1.3,LI,251.60001,46.3,
965,91155,91155,LITU,8,9.6,80.6,,,,,,,,,,,,1.3,LI,258,49.6,
965,91156,91156,LITU,1.4,9.3,66.4,,,,,,,,,,,,1.3,LI,251.39999,49.3,
966,91427,91427,LITU,6.4,1.3,56.9,,,,,,,,,,,,1.3,LI,256.39999,51.3,
966,91431,91431,CATO6,1.2,4.2,18.3,,,,,,,,,,,,1.3,LI,251.2,54.2,
966,91438,91438,CACA18,9.8,9.4,12.6,,,,,,,,,,,,1.3,LI,259.79999,59.4,
967,91440,91440,LIST2,5.7,2.6,51.7,,,,,,,,,,,,1.3,LI,255.7,62.6,
967,91442,91442,FAGR,10,2.9,13.4,,,,,,,,,,,,1.3,LI,260,62.9,
967,91444,91443,LIST2,6,4.1,23.7,,,,,,,,,,,,1.3,LI;SEC,256,64.1,
967,91444,91444,LIST2,6,4.1,30.6,,,,,,,,,,,,1.3,LI;M,256,64.1,
967,91446,91446,LIST2,3.9,3.6,65.7,,,,,,,,,,,,1.3,LI,253.89999,63.6,
967,91450,91450,CACA18,7.7,6,18.2,,,,,,,,,,,,1.3,LI;L,257.70001,66,
967,91451,91451,FRPE,0.5,8.3,18.8,,,,,,,,,,,,1.3,LI,250.5,68.3,
968,91453,91453,FRPE,4.7,1.8,15.9,,,,,,,,,,,,1.3,LI,254.7,71.8,
968,91455,91455,FRPE,9.5,2.6,15.9,,,,,,,,,,,,1.3,LI,259.5,72.6,
968,91456,91456,ULRU,6,5.8,25.4,,,,,,,,,,,,1.32,LI;A,256,75.8,
969,91460,91460,ULRU,1.4,1.5,26.1,,,,,,,,,,,,1.3,LI,251.39999,81.5,
971,90649,90649,LITU,6.1,0.4,22,,,,,,,,,,,,1.3,LI,266.10001,0.4,
971,90657,90657,LITU,5.6,6.2,50.4,,,,,,,,,,,,1.3,LI,265.60001,6.2,
972,90660,90660,ACRU,6.2,0.4,36.3,,,,,,,,,,,,1.3,LI;XY,266.20001,10.4,
972,90665,90665,LIST2,0.1,1.6,25.5,,,,,,,,,,,,1.28,LI;A;MA,260.10001,11.6,
972,90682,90682,LIST2,7.1,9.8,27.4,,,,,,,,,,,,1.3,LI,267.10001,19.8,
973,90684,90684,ACRU,5.2,0.3,53.4,,,,,,,,,,,,1.3,LI,265.20001,20.3,
973,90688,90688,LIST2,9,5.6,32.9,,,,,,,,,,,,1.3,LI,269,25.6,
973,90690,90690,ACRU,3.6,7.8,12,,,,,,,,,,,,1.3,LI,263.60001,27.8,
973,90691,90691,LIST2,2.6,7.3,30.9,,,,,,,,,,,,1.3,LI,262.60001,27.3,
973,93575,93575,LIST2,1.6,3,35.1,,,,,,,,,,,,1.26,LI;A,261.60001,23,
974,90697,90697,LIST2,7.7,1.3,41.5,,,,,,,,,,,,1.3,LI;MT,267.70001,31.3,
974,90699,90699,ACRU,4.9,1.1,14.2,,,,,,,,,,,,1.3,LI,264.89999,31.1,
974,90721,90721,CACA18,4,5.7,11.5,,,,,,,,,,,,1.3,LI,264,35.7,
974,90722,90722,LIST2,4.5,4.2,28,,,,,,,,,,,,1.3,LI,264.5,34.2,
975,90742,90742,FAGR,5.9,2.4,10.9,,,,,,,,,,,,1.3,LI;M,265.89999,42.4,
975,90762,90762,CACA18,0.3,8.6,12.4,,,,,,,,,,,,1.3,LI,260.29999,48.6,
976,90771,90771,LITU,9,0.2,26.1,,,,,,,,,,,,1.3,LI,269,50.2,
976,90773,90773,LITU,4.5,2.2,29.8,,,,,,,,,,,,1.3,LI,264.5,52.2,
976,90782,90782,ACRU,5.1,6,11.8,,,,,,,,,,,,1.3,LI,265.10001,56,
976,91103,91103,FAGR,4,9,28,,,,,,,,,,,,1.3,LI,264,59,
976,91110,91110,ULAM,9.3,2.3,12.3,,,,,,,,,,,,1.3,LI,269.29999,52.3,
977,91114,91114,LIST2,4.4,1,58.1,,,,,,,,,,,,1.3,LI,264.39999,61,
977,91115,91115,NYSY,4.9,1.6,14.8,,,,,,,,,,,,1.3,LI,264.89999,61.6,
977,91116,91116,CACA18,2.8,2.3,16.2,,,,,,,,,,,,1.3,LI;L,262.79999,62.3,
978,90496,90496,FRPE,9.6,2.6,38.8,,,,,,,,,,,,1.3,LI;MT,269.60001,72.6,
978,91002,91002,FRPE,5.7,0.8,11.7,,,,,,,,,,,,1.3,LI,265.70001,70.8,
978,91003,91003,FRPE,0.3,1.3,13.4,,,,,,,,,,,,1.3,LI,260.29999,71.3,
978,91006,91006,ULRU,5.4,3,19.6,,,,,,,,,,,,1.32,LI;MT;A,265.39999,73,
978,91010,91010,FRPE,5.4,6.4,10,,,,,,,,,,,,1.3,LI,265.39999,76.4,
979,91020,91020,FRPE,8.5,1.9,26.2,,,,,,,,,,,,1.3,LI,268.5,81.9,
979,91053,91053,FRPE,9.8,10,19,,,,,,,,,,,,1.32,LI;M;A,269.79999,90,
981,90212,90212,LIST2,6.6,8.2,47.6,,,,,,,,,,,,1.3,LI,276.60001,8.2,
981,90431,90431,ACRU,0,9.2,41.3,,,,,,,,,,,,1.32,LI;IR;A,270,9.2,
982,90215,90215,LIST2,4.5,2.3,32.8,,,,,,,,,,,,1.3,LI,274.5,12.3,
982,90217,90217,LIST2,1,5.5,39.6,,,,,,,,,,,,1.3,LI,271,15.5,
982,90429,90429,LIST2,10,2.6,36.1,,,,,,,,,,,,1.3,LI,280,12.6,
983,90224,90224,ACRU,1.4,2.7,33,,,,,,,,,,,,1.3,LI;L,271.39999,22.7,
983,90229,90229,LIST2,9.5,0.8,37.1,,,,,,,,,,,,1.1,LI;A,279.5,20.8,
983,90231,90231,LIST2,9.6,6,23.2,,,,,,,,,,,,1.28,LI;A,279.60001,26,
983,90232,90232,LIST2,8,5.7,35.5,,,,,,,,,,,,1.3,LI,278,25.7,
983,90428,90428,ACRU,0,4.7,27.4,,,,,,,,,,,,1.3,LI,270,24.7,
984,90236,90236,ULAM,1.8,5.6,18.4,,,,,,,,,,,,1.32,LI;A,271.79999,35.6,
984,90241,90241,ACRU,1,7,19.5,,,,,,,,,,,,1.3,LI,271,37,
984,90243,90243,LITU,8.1,8.3,36,,,,,,,,,,,,1.3,LI,278.10001,38.3,
985,90258,90258,LITU,8,0.6,66.4,,,,,,,,,,,,1.3,LI;MT,278,40.6,
985,90261,90261,CACA18,1.2,0.2,15.7,,,,,,,,,,,,1.3,LI,271.20001,40.2,
985,90268,90268,LITU,3.6,2.3,63.1,,,,,,,,,,,,1.3,LI,273.60001,42.3,
985,90274,90274,LITU,2.3,6.7,15,,,,,,,,,,,,1.3,LI,272.29999,46.7,
985,90277,90277,LITU,8.9,6.8,33.1,,,,,,,,,,,,1.3,LI,278.89999,46.8,
985,90282,90282,ACRU,3.5,9.7,17.9,,,,,,,,,,,,1.3,LI;I;IR,273.5,49.7,
986,90419,90419,COFL2,4.5,7.1,13.8,,,,,,,,,,,,1.28,LI;A,274.5,57.1,
986,90422,90422,FAGR,8.4,5.8,10,,,,,,,,,,,,1.28,LI;A,278.39999,55.8,
987,90447,90447,FAGR,3.7,1.3,13.1,,,,,,,,,,,,1.3,LI;M,273.70001,61.3,
987,90450,90450,ACRU,4.8,4.3,15.2,,,,,,,,,,,,1.3,LI;I,274.79999,64.3,
987,90452,90452,ULRU,0.6,3.8,26.7,,,,,,,,,,,,1.3,LI;MT;B,270.60001,63.8,
987,90474,90474,FRPE,3.6,9.8,14.5,,,,,,,,,,,,1.3,LI,273.60001,69.8,
988,90497,90497,FRPE,8.7,2.8,10.7,,,,,,,,,,,,1.3,LI,278.70001,72.8,
988,90498,90498,ULRU,5.8,5,19.1,,,,,,,,,,,,1.3,LI;XY,275.79999,75,
989,90292,90292,ULRU,0.1,0.6,13.9,,,,,,,,,,,,1.3,LI,270.10001,80.6,
989,90293,90293,FRPE,1.2,0.6,18.9,,,,,,,,,,,,1.3,LI,271.20001,80.6,
989,90298,90298,FRPE,9.4,4.6,13.4,,,,,,,,,,,,1.3,LI,279.39999,84.6,
989,90835,90835,FRPE,5.3,2.3,22.2,,,,,,,,,,,,1.3,LI;V50,275.29999,82.3,
989,90840,90840,QUPA2,3.9,8.9,17.3,,,,,,,,,,,,1.3,LI,273.89999,88.9,
989,90841,90841,ULRU,0.6,5,10.6,,,,,,,,,,,,1.3,LI,270.60001,85,
991,90101,90101,ACRU,1.8,5.7,58.7,,,,,,,,,,,,1.3,LI,281.79999,5.7,
991,90102,90102,LIST2,7.9,2.2,26.2,,,,,,,,,,,,1.3,LI,287.89999,2.2,
991,90106,90106,LIST2,9.4,3.6,19.5,,,,,,,,,,,,1.3,LI,289.39999,3.6,
992,90113,90113,LIST2,6.5,1.2,25.8,,,,,,,,,,,,1.3,LI,286.5,11.2,
992,90115,90115,ACRU,7.9,1.3,25.9,,,,,,,,,,,,1.3,LI,287.89999,11.3,
992,90123,90123,LIST2,4.4,3.5,26.6,,,,,,,,,,,,1.3,LI,284.39999,13.5,
992,90128,90128,ULAM,0.1,9,22.9,,,,,,,,,,,,1.3,LI,280.10001,19,
993,90137,90137,LITU,6.7,5.8,44.4,,,,,,,,,,,,1.3,LI,286.70001,25.8,
993,90141,90141,ULAM,5.9,9.8,10.4,,,,,,,,,,,,1.3,LI,285.89999,29.8,
993,90142,90142,LITU,9,9.6,86.3,,,,,,,,,,,,1.28,LI;A,289,29.6,
994,90154,90154,LITU,1.9,6.2,42.7,,,,,,,,,,,,1.3,LI;MT;L,281.89999,36.2,
994,90157,90157,LITU,2.6,7.2,61.9,,,,,,,,,,,,1.3,LI,282.60001,37.2,
994,90165,90165,FAGR,9.2,6.9,13.5,,,,,,,,,,,,1.3,LI,289.20001,36.9,
994,90169,90169,LITU,3.6,9.3,26.8,,,,,,,,,,,,1.3,LI,283.60001,39.3,
995,90173,90173,LITU,0.8,0.5,68.6,,,,,,,,,,,,1.3,LI,280.79999,40.5,
995,90180,90180,ACRU,5.5,2.8,11.2,,,,,,,,,,,,1.3,LI,285.5,42.8,
996,90309,90309,NYSY,2.2,2.7,64.3,,,,,,,,,,,,1.3,LI,282.20001,52.7,
996,90310,90310,NYSY,2.2,2.7,30.8,,,,,,,,,,,,1.3,LI;SP,282.20001,52.7,
996,90334,90334,FAGR,2.4,9.5,62.6,,,,,,,,,,,,1.3,LI,282.39999,59.5,
998,90384,90384,PLOC,7,1.6,81,,,,,,,,,,,,1.3,LI;L,287,71.6,
998,90391,90391,ACRU,6.9,3.2,29.5,,,,,,,,,,,,1.3,LI;MT,286.89999,73.2,
998,90605,90605,ULRU,9.1,8.9,21.3,,,,,,,,,,,,1.3,LI,289.10001,78.9,
998,91201,91201,FRPE,0.7,3.4,13,,,,,,,,,,,,1.3,LI,280.70001,73.4,
1011,100002,100002,LIST2,1.6,1.1,62.7,,,,,,,,,,,,1.3,LI,201.60001,101.1,
1011,100004,100004,LITU,4.5,4,108.7,,,,,,,,,,,,1.3,LI;IR,204.5,104,
1011,100010,100010,CATO6,0.6,6.1,11.8,,,,,,,,,,,,1.3,LI;IR,200.60001,106.1,
1011,100012,100012,CACA18,8.7,3.4,10.4,,,,,,,,,,,,1.3,LI;A;L,208.7,103.4,
1011,100014,100014,FAGR,8.5,10,16.2,,,,,,,,,,,,1.3,LI,208.5,110,
1012,100016,100016,LIST2,1.4,0.4,31.1,,,,,,,,,,,,1.3,LI,201.39999,110.4,
1012,100017,100017,FAGR,1.8,2.4,16.9,,,,,,,,,,,,1.3,LI;M,201.8,112.4,
1012,100018,100018,QUAL,7.2,0.4,50.2,,,,,,,,,,,,1.3,LI;MT,207.2,110.4,
1012,100020,100020,FAGR,7.2,3.6,13.5,,,,,,,,,,,,1.3,LI,207.2,113.6,
1013,100023,100023,FAGR,3,1,41,,,,,,,,,,,,1.3,LI;M,203,121,
1013,100023,100024,FAGR,3,0.5,19.1,,,,,,,,,,,,1.3,LI;SEC,203,120.5,
1013,100026,100026,FAGR,4.4,1.3,32.2,,,,,,,,,,,,1.3,LI,204.39999,121.3,
1013,100027,100027,FAGR,5.2,2.2,18.2,,,,,,,,,,,,1.3,LI,205.2,122.2,
1013,100028,100028,FAGR,2.5,4,10,,,,,,,,,,,,1.3,LI,202.5,124,
1013,100031,100031,QUAL,4,7.2,59.3,,,,,,,,,,,,1.3,LI,204,127.2,
1014,100036,100036,LIST2,5.5,2.5,16.1,,,,,,,,,,,,1.3,LI;I,205.5,132.5,
1014,100047,100047,FAGR,5.8,9.5,11.9,,,,,,,,,,,,1.3,LI,205.8,139.5,
1015,100050,100050,QUAL,3,2.4,67.7,,,,,,,,,,,,1.3,LI,203,142.39999,
1015,100055,100055,LIST2,3.5,6,22.7,,,,,,,,,,,,1.3,LI,203.5,146,
1015,100057,100057,QUAL,7.9,4.2,68.3,,,,,,,,,,,,1.3,LI;XY,207.89999,144.2,
1016,100063,100063,QUVE,8,1.5,46.6,,,,,,,,,,,,1.3,LI;IR,208,151.5,
1016,100068,100068,LIST2,3,5.6,63.7,,,,,,,,,,,,1.3,LI,203,155.60001,
1017,100070,100070,CACA18,4,1,10.4,,,,,,,,,,,,1.3,LI,204,161,
1017,100071,100071,CACA18,8,0.5,10.8,,,,,,,,,,,,1.3,LI;M;L,208,160.5,
1017,100075,100075,CATO6,4.2,6.5,31.8,,,,,,,,,,,,1.3,LI,204.2,166.5,
1017,100079,100079,FAGR,3.6,6.5,17.8,,,,,,,,,,,,1.32,LI;A,203.60001,166.5,
1017,100081,100081,FAGR,9.5,9.5,15,,,,,,,,,,,,1.3,LI,209.5,169.5,
1018,100085,100085,FAGR,2,8.5,26.2,,,,,,,,,,,,1.3,LI,202,178.5,
1019,100092,100092,CAGL8,1,0.5,43.3,,,,,,,,,,,,1.3,LI,201,180.5,
1019,100093,100093,CATO6,3.8,0.5,35,,,,,,,,,,,,1.3,LI,203.8,180.5,
1019,100095,100095,CATO6,0.5,3,50.4,,,,,,,,,,,,1.3,LI,200.5,183,
1019,100096,100096,FAGR,4,7.4,11.8,,,,,,,,,,,,1.3,LI,204,187.39999,
1021,100108,100108,CACA18,2,4.9,15.4,,,,,,,,,,,,1.2,LI;A;L,212,104.9,
1021,100110,100110,FAGR,5,8.2,25.7,,,,,,,,,,,,1.3,LI,215,108.2,
1022,100119,100119,LIST2,10,4.6,52.3,,,,,,,,,,,,1.3,LI,220,114.6,
1022,100120,100120,FAGR,5.5,4.3,11.6,,,,,,,,,,,,1.3,LI;A;WDBH,215.5,114.3,
1022,100123,100123,LITU,1.7,4.6,74.3,,,,,,,,,,,,1.3,LI,211.7,114.6,
1022,100124,100124,CATO6,5.5,2.2,13.2,,,,,,,,,,,,1.3,LI,215.5,112.2,
1022,100126,100126,FAGR,7.6,6.5,10,,,,,,,,,,,,1.3,LI,217.60001,116.5,
1022,100130,100130,QUAL,2,8,45.5,,,,,,,,,,,,1.3,LI,212,118,
1023,100134,100134,FAGR,8.8,4.9,17.4,,,,,,,,,,,,1.1,LI;A,218.8,124.9,
1023,100136,100136,QUAL,0.5,7,61.4,,,,,,,,,,,,1.3,LI;CWD,210.5,127,
1023,102541,102541,QUFA,3.2,10,50.6,,,,,,,,,,,,1.3,LI;I;CWD,213.2,130,
1024,100146,100146,FAGR,2,3.2,10.8,,,,,,,,,,,,1.3,LI,212,133.2,
1024,100154,100154,FAGR,1,10,35.8,,,,,,,,,,,,1.3,LI;A,211,140,
1025,100158,100158,CATO6,9.3,4.3,20.1,,,,,,,,,,,,1.3,LI,219.3,144.3,
1025,100161,100161,QUVE,1.7,8.2,67.3,,,,,,,,,,,,1.3,LI,211.7,148.2,
1026,100169,100169,CACA18,1.7,6.2,11.2,,,,,,,,,,,,1.3,LI,211.7,156.2,
1026,100170,100170,LITU,4.5,8.5,89.3,,,,,,,,,,,,1.3,LI,214.5,158.5,
1027,100174,100174,CACA18,4.3,0.9,12,,,,,,,,,,,,1.3,LI;M;L,214.3,160.89999,
1027,100178,100178,CACA18,9,3.4,12,,,,,,,,,,,,1.3,LI,219,163.39999,
1027,100183,100183,CACA18,2.2,6.8,14.1,,,,,,,,,,,,1.3,LI,212.2,166.8,
1028,100186,100186,CACA18,0,1.6,11.4,,,,,,,,,,,,1.3,LI,210,171.60001,
1028,100193,100193,QUAL,9.5,5.8,80.4,,,,,,,,,,,,1.3,LI,219.5,175.8,
1028,100196,100196,CACA18,7.7,6.8,11.2,,,,,,,,,,,,1.3,LI,217.7,176.8,
1029,100198,100198,CACA18,9.5,1.4,10.3,,,,,,,,,,,,1.3,LI,219.5,181.39999,
1029,100200,100200,LITU,8.9,3.2,66.3,,,,,,,,,,,,1.3,LI,218.89999,183.2,
1031,100208,100208,NYSY,0.7,7.4,38.9,,,,,,,,,,,,1.3,LI,220.7,107.4,
1032,100244,100244,NYSY,0.2,1.3,14.1,,,,,,,,,,,,1.3,LI,220.2,111.3,
1032,100251,100251,ACRU,5.3,5.5,20.4,,,,,,,,,,,,1.3,LI,225.3,115.5,
1032,100253,100253,QUPA2,5.7,7.5,49.8,,,,,,,,,,,,1.3,LI,225.7,117.5,
1033,100265,100265,FAGR,5.7,8.5,25,,,,,,,,,,,,1.3,LI,225.7,128.5,
1033,100272,100272,QUFA,9.2,3.9,47.5,,,,,,,,,,,,1.3,LI,229.2,123.9,
1034,100278,100278,CATO6,2.5,9.5,36.4,,,,,,,,,,,,1.3,LI,222.5,139.5,
1034,100280,100280,CACA18,4.5,9.5,10.1,,,,,,,,,,,,1.3,LI;L,224.5,139.5,
1036,100307,100307,FAGR,1.6,1.6,15.6,,,,,,,,,,,,1.3,LI;I;CWD,221.60001,151.60001,
1036,100311,100311,CATO6,7.4,3.7,22.1,,,,,,,,,,,,1.3,LI,227.39999,153.7,
1036,100321,100321,FAGR,2.5,9.1,10.9,,,,,,,,,,,,1.32,LI;A,222.5,159.10001,
1036,100323,100323,FAGR,8.6,9.9,10,,,,,,,,,,,,1.3,LI,228.60001,159.89999,
1037,100326,100326,LITU,1.7,4.2,90.4,,,,,,,,,,,,1.3,LI,221.7,164.2,
1037,100327,100327,CACA18,2.7,9.3,11.6,,,,,,,,,,,,1.3,LI,222.7,169.3,
1037,100329,100329,CACA18,7.5,8,10.7,,,,,,,,,,,,1.3,LI,227.5,168,
1037,100331,100331,LITU,5.4,2.8,84.1,,,,,,,,,,,,1.41,LI;A,225.39999,162.8,
1038,100334,100334,FRAM2,4.9,0.5,23.1,,,,,,,,,,,,1.3,LI,224.89999,170.5,
1038,100337,100337,LITU,5,9,64.1,,,,,,,,,,,,1.3,LI;MT,225,179,
1039,100341,100341,CACA18,1.3,2.9,11.5,,,,,,,,,,,,1.3,LI;MA;IR;M,221.3,182.89999,
1039,100347,100347,QURU,2.2,7.6,11,,,,,,,,,,,,1.3,LI,222.2,187.60001,
1041,100428,100428,FRPE,8.9,6,12.3,,,,,,,,,,,,1.3,LI,238.89999,106,
1041,100434,100434,LIST2,4.5,8.6,48.6,,,,,,,,,,,,1.3,LI,234.5,108.6,
1041,100438,100438,ULRU,1,9.3,14.6,,,,,,,,,,,,1.3,LI,231,109.3,
1041,100441,100441,ULRU,2.9,5,13.9,,,,,,,,,,,,1.3,LI,232.89999,105,
1042,100454,100454,TORA2,6.7,0.9,14,,,,,,,,,,,,1.3,LI,236.7,110.9,
1042,100455,100455,TORA2,6.7,0.9,14,,,,,,,,,,,,1.3,LI,236.7,110.9,
1043,100471,100471,LIST2,3,3.5,79.7,,,,,,,,,,,,1.3,LI,233,123.5,
1043,100472,100472,QUAL,3.7,3.8,17.9,,,,,,,,,,,,1.3,LI,233.7,123.8,
1043,100474,100474,LIST2,6.3,1.8,72.8,,,,,,,,,,,,1.3,LI,236.3,121.8,
1043,100476,100476,FAGR,5.5,6.6,14.3,,,,,,,,,,,,1.3,LI,235.5,126.6,
1044,100489,100489,CAGL8,9.1,1.8,23.9,,,,,,,,,,,,1.3,LI,239.10001,131.8,
1044,100809,100809,FAGR,9.1,9.3,43.5,,,,,,,,,,,,1.3,LI;M,239.10001,139.3,
1044,100809,100810,FAGR,9.1,9.3,31.4,,,,,,,,,,,,1.3,LI;SEC,239.10001,139.3,
1045,100814,100814,FAGR,2.9,6.6,29.3,,,,,,,,,,,,1.3,LI;M,232.89999,146.60001,
1045,100815,100815,LITU,1.6,7.4,49.1,,,,,,,,,,,,1.3,LI,231.60001,147.39999,
1045,100816,100816,FAGR,7.8,7.6,36.4,,,,,,,,,,,,1.3,LI,237.8,147.60001,
1046,100818,100818,FAGR,2.3,2.1,13,,,,,,,,,,,,1.3,LI,232.3,152.10001,
1046,100820,100820,FAGR,1.9,4.8,39.9,,,,,,,,,,,,1.3,LI,231.89999,154.8,
1046,100822,100822,LITU,2.9,9.9,66.7,,,,,,,,,,,,1.3,LI,232.89999,159.89999,
1047,100828,100828,CACA18,4.8,2.3,11.3,,,,,,,,,,,,1.33,LI;A,234.8,162.3,
1047,100835,100835,LIST2,1.7,8.7,41.7,,,,,,,,,,,,1.3,LI,231.7,168.7,
1047,100836,100836,LIST2,0.4,9.4,18.6,,,,,,,,,,,,1.3,LI,230.39999,169.39999,
1048,100843,100843,COFL2,7.3,2.1,10.3,,,,,,,,,,,,1.3,LI,237.3,172.10001,
1048,100847,100847,CACA18,4.2,4.5,10.8,,,,,,,,,,,,1.3,LI;M,234.2,174.5,
1048,100850,100850,CAGL8,9,6.6,26.1,,,,,,,,,,,,1.3,LI,239,176.60001,
1048,100852,100852,FAGR,1.1,9.6,17.1,,,,,,,,,,,,1.3,LI,231.10001,179.60001,
1049,100855,100855,FAGR,5.9,3.8,23.1,,,,,,,,,,,,1.3,LI,235.89999,183.8,
1049,100857,100857,FAGR,2.1,8.9,13.4,,,,,,,,,,,,1.3,LI;M,232.10001,188.89999,
1049,100857,100858,FAGR,2.1,8.9,10.3,,,,,,,,,,,,1.3,LI;SEC,232.10001,188.89999,
1049,100859,100859,FAGR,3.7,8.6,12.8,,,,,,,,,,,,1.3,LI,233.7,188.60001,
1049,100861,100861,FAGR,8.8,6.9,10.5,,,,,,,,,,,,1.3,LI,238.8,186.89999,
1051,100541,100541,FRPE,5.8,5.4,15.4,,,,,,,,,,,,1.3,LI,245.8,105.4,
1052,100569,100569,ACRU,0.5,3.5,60.2,,,,,,,,,,,,1.3,LI,240.5,113.5,
1052,100586,100586,FRPE,5.5,6.2,13.4,,,,,,,,,,,,1.3,LI;L,245.5,116.2,
1053,100712,100712,LIST2,4.6,9.9,31.6,,,,,,,,,,,,1.3,LI,244.60001,129.89999,
1054,100714,100714,LIST2,6.8,0.3,21.4,,,,,,,,,,,,1.3,LI;XY,246.8,130.3,
1054,100716,100716,LIST2,8.3,2.4,25.6,,,,,,,,,,,,1.3,LI;XY,248.3,132.39999,
1054,100720,100720,LIST2,8.3,4.8,26,,,,,,,,,,,,1.3,LI,248.3,134.8,
1054,100721,100721,LITU,8,6,111.4,,,,,,,,,,,,1.3,LI;L,248,136,
1054,100724,100724,LIST2,8.6,8.4,37.3,,,,,,,,,,,,1.3,LI,248.60001,138.39999,
1054,100731,100731,LITU,6.5,4.4,60.4,,,,,,,,,,,,1.3,LI,246.5,134.39999,
1055,100735,100735,CAGL8,7.4,1.4,11.7,,,,,,,,,,,,1.3,LI,247.39999,141.39999,
1055,100739,100739,CACA18,9.8,1.9,10,,,,,,,,,,,,1.3,LI,249.8,141.89999,
1055,100742,100742,FAGR,1.5,6.6,42.4,,,,,,,,,,,,1.3,LI,241.5,146.60001,
1056,100749,100749,FAGR,9.7,2.8,24.3,,,,,,,,,,,,1.3,LI;L,249.7,152.8,
1056,100752,100752,FAGR,7.6,7.6,35.5,,,,,,,,,,,,1.3,LI,247.60001,157.60001,
1056,100753,100753,QUAL,2.4,7.1,18.8,,,,,,,,,,,,1.3,LI,242.39999,157.10001,
1057,100756,100756,LITU,3,3.6,41.3,,,,,,,,,,,,1.3,LI,243,163.60001,
1057,100760,100760,LITU,5.7,7,71.9,,,,,,,,,,,,1.3,LI,245.7,167,
1057,100763,100763,CACA18,1.3,9.9,12.4,,,,,,,,,,,,1.3,LI,241.3,169.89999,
1058,100769,100769,QUAL,2.8,4,14.8,,,,,,,,,,,,1.3,LI;X,242.8,174,
1058,100773,100773,FAGR,9.6,7.1,18.2,,,,,,,,,,,,1.3,LI,249.60001,177.10001,
1059,100778,100778,QUVE,1.4,2.6,28.9,,,,,,,,,,,,1.3,LI,241.39999,182.60001,
1061,100601,100601,LIST2,9.4,1.1,35.2,,,,,,,,,,,,1.3,LI,259.39999,101.1,
1062,100611,100611,FRPE,1.2,2.4,17.1,,,,,,,,,,,,1.3,LI,251.2,112.4,
1062,100620,100620,FRPE,1.2,1.3,15,,,,,,,,,,,,1.3,LI,251.2,111.3,
