QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2017,BDS.2021,PIECE.2017,PIECE.2021,INTEG.2017,INTEG.2021,DECAYCLASS.2017,DECAYCLASSORIG,DECAYCLASS.2021,GC.2017,GC.2021,HEIGHT.2017,HEIGHT.2021,TOPDIAM.2017,TOPDIAM.2021,DBH,DBH.2017,DBH.2021,LENGTH.2017,LENGTH.2021,ANGLE,DIRECTION,NOTES.2017,NOTES.2021,,,,,LG.END.DIAM,SM.END.DIAM,LG.PX,LG.PY,SM.PX,SM.PY,CORRXTREE,CORRYTREE,UTMX_TREES,UTMY_TREES
1186,111285,111285,CACA18,0.8,9.2,Snag,Log,A,A,C,,1,1,4,NA,,0.6,,7.2,,10.8,10.8,,NA,,,,R by 111007,,,,,,NA,NA,NA,NA,NA,NA,270.8,259.2,438291.993,135853.697
1196,111578,111578,QURU,0.9,2.3,Log,Log,A,A,C,,3,2,,G,,NA,,NA,,30,NA,,10,,,,NA,,,,,,31,19.5,NA,NA,NA,NA,280.9,252.3,438302.093,135846.797
11105,112005,112005,QUCO2,7.9,9,Log,Log,A,A,C,,4,2,4,G,,NA,,NA,,49.7,NA,,21,,,,NA,,,,,,43.1,26,NA,NA,NA,NA,297.9,249,438319.093,135843.497
11106,112030,112030,COFL2,2,5.3,Snag,,A,,F,,3,2,,NA,,4,,NA,,10.7,10.1,,NA,,,,NA,Not foumd,,,,,NA,NA,NA,NA,NA,NA,292,255.3,438313.193,135849.797
1331,130003,130003,LIST2,9,0.4,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,13,NA,,3,,,,NA,,,,,,13.4,8,NA,NA,NA,NA,329,0.4,438350.193,135594.897
1332,130054,130054,LIST2,1.4,2.4,Snag,Snag,A,A,F,,1,1,3,NA,,7,,NA,,15.7,15.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,321.4,12.4,438342.593,135606.897
1313,130211,130211,LIST2,2,0.4,Snag,Log,A,A,F,,2,1,4,NA,,5,,NA,7.3,13.3,13.1,10.2,NA,3.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302,20.4,438323.193,135614.897
1338,130297,130296,FAGR,7.5,5.2,Snag,,A,,NA,,NA,NA,,NA,,NA,,NA,,10.7,NA,,NA,,,,stump only,,,,,,NA,NA,NA,NA,NA,NA,327.5,75.2,438348.693,135669.697
1312,130346,130346,LIST2,4.8,7.8,Snag,Log,A,A,F,,3,2,3,NA,,6,,NA,10.9,14.7,13.2,13.7,NA,3,,,NA,,,,,,NA,NA,NA,NA,NA,NA,304.8,17.8,438325.993,135612.297
1312,130346,130346,LIST2,4.8,7.8,,Log,,B,,,,,3,,,,,,8.5,,,10.5,,3,,,,,,,,,,,,,,,,,,
1312,130348,130348,ULRU,8.4,9.7,Snag,,A,,F,,3,2,,NA,,5.5,,NA,,11.2,10.7,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,308.4,19.7,438329.593,135614.197
1321,130348,130408,ULRU,9.7,2.1,Log,Log,A,A,F,,2,1,3,G,,NA,,NA,,10.2,NA,,5,,,,NA,,,,,,10.2,8.2,NA,NA,NA,NA,319.7,2.1,438340.893,135596.597
1321,130428,130428,LIST2,2.8,6.4,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,12.6,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,312.8,6.4,438333.993,135600.897
1321,130429,130429,LIST2,3.3,7.3,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,16.4,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,313.3,7.3,438334.493,135601.797
1321,130445,130445,LIST2,0.8,8.3,Snag,Snag,A,A,F,,4,2,4,NA,,1.5,1,NA,,14.6,NA,,NA,,,,1/2 of stem left,,,,,,NA,NA,NA,NA,NA,NA,310.8,8.3,438331.993,135602.797
1323,130480,130480,ULRU,4.5,4,Snag,Log,A,A,F,,3,2,3,NA,,5,,9.3,10.6,14.3,14.1,13.9,NA,4,,,NA,,,,,,NA,NA,NA,NA,NA,NA,314.5,24,438335.693,135618.497
1346,130551,130551,QURU,2.3,2.2,Snag,Log,A,A,C,,4,2,3,NA,,10,,NA,35.4,46.6,45.8,43.6,NA,5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,332.3,52.2,438353.493,135646.697
1346,130551,130551,QURU,2.3,2.2,,Log,,B,,,,,3,,,,,,34.8,,,35.5,,3.5,,,,,,,,,,,,,,,,,,
13110,130896,130896,FRPE,5.8,9.1,Snag,Snag,A,A,C,,1,1,2,NA,,15,,NA,,49.8,49.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,305.8,99.1,438326.993,135693.597
1311,130938,130938,LIST2,9.7,1.3,Snag,Snag,A,A,F,,2,1,3,NA,,7,,NA,,16.5,15.7,,NA,,,,switch xy,,,,,,NA,NA,NA,NA,NA,NA,309.7,1.3,438330.893,135595.797
1363,131163,131163,LIST2,9.5,1.9,Log,Log,B,B,F,,3,2,2,G,,NA,,NA,,60.2,NA,,10,,,,NA,,,,,,40.2,NA,NA,NA,NA,NA,359.5,21.9,438380.693,135616.397
1363,131163,131163,LIST2,9.5,1.9,Snag,Snag,A,A,F,,3,2,3,NA,,12,,NA,,60.2,60.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,359.5,21.9,438380.693,135616.397
1354,131260,131260,LITU,6.9,10,Log,Log,A,A,F,,3,2,5,G,,NA,,NA,,18,NA,,4,,,,NA,,,,,,16.2,14.9,NA,NA,NA,NA,346.9,40,438368.093,135634.497
1357,131291,131291,CAGL8,0.6,8.5,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,32.9,NA,,13,,,E,NA,,,,,,26.2,20,NA,NA,NA,NA,340.6,68.5,438361.793,135662.997
1357,131291,131291,CAGL8,0.6,8.5,Log,Log,B,B,F,,4,2,4,G,,NA,,NA,,32.9,NA,,17,,,SE,NA,,,,,,25,11.3,NA,NA,NA,NA,340.6,68.5,438361.793,135662.997
13510,131333,131333,LIST2,5.2,7.9,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,44.8,NA,,9,,,,NA,,,,,,44.1,41.9,NA,NA,NA,NA,345.2,97.9,438366.393,135692.397
1393,132233,132233,AIAL,5.3,9.7,Log,,A,,F,,4,2,,G,,NA,,NA,,12.3,NA,,4,,,,NA,Not found,,,,,12,9.3,NA,NA,NA,NA,385.3,29.7,438406.493,135624.197
1393,132233,132233,AIAL,5.3,9.7,Log,,B,,F,,4,2,,G,,NA,,NA,,12.3,NA,,2,,,,NA,Not found,,,,,9.3,7.7,NA,NA,NA,NA,385.3,29.7,438406.493,135624.197
13101,132429,132429,AIAL,5.7,6.1,Snag,Log,A,A,C,,3,2,3,NA,,10.6,,NA,,26.8,26.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,395.7,6.1,438416.893,135600.597
13101,132436,132436,AIAL,4.7,4.8,Log,Log,A,A,F,,2,1,3,G,,NA,,NA,,26.8,NA,,3,,,,NA,,,,,,27.3,23.5,NA,NA,NA,NA,394.7,4.8,438415.893,135599.297
13101,132436,132436,AIAL,4.7,4.8,Log,Log,B,B,F,,2,1,4,G,,NA,,NA,,26.8,NA,,2,,,,NA,,,,,,23,21.5,NA,NA,NA,NA,394.7,4.8,438415.893,135599.297
13101,132445,132445,AIAL,3.4,6.7,Snag,Snag,A,A,C,,2,1,2,NA,,16.8,,NA,,23.9,24.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,393.4,6.7,438414.593,135601.197
13102,132472,132472,LITU,9.5,4.4,Log,Log,B,B,F,,4,2,5,G,,NA,,NA,,37.2,NA,,5,,,,NA,,,,,,32.7,25.6,NA,NA,NA,NA,399.5,14.4,438420.693,135608.897
13102,132472,132472,LITU,9.5,4.4,Snag,Log,A,A,F,,4,2,4,NA,,3,,32.7,,37.2,33.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,399.5,14.4,438420.693,135608.897
13107,132633,132633,PLOC,1.5,6.4,Log,Log,A,A,F,,4,2,2,G,,NA,,NA,,68.5,NA,,27,,,,NA,,,,,,62.5,28.1,NA,NA,NA,NA,391.5,66.4,438412.693,135660.897
13910,133027,133028,PLOC,2.2,1.8,Snag,Snag,A,A,C,,NA,NA,2,NA,,16.6,,NA,,29.7,28.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,382.2,91.8,438403.393,135686.297
13910,133036,133036,CACA18,9.8,0.5,Snag,Log,A,A,F,,3,2,5,NA,,4,,NA,,11.2,10.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,389.8,90.5,438410.993,135684.997
1398,134046,134046,LITU,0.8,5.2,Log,Log,B,B,F,,4,2,2,G,,NA,,NA,,86.5,NA,,14,,,,NA,,,,,,49.8,36,NA,NA,NA,NA,380.8,75.2,438401.993,135669.697
1398,134046,134046,LITU,0.8,5.2,Snag,Snag,A,A,C,,3,2,2,NA,,7,,49.8,,86.5,82,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.8,75.2,438401.993,135669.697
1423,140029,140029,FRPE,0.4,0.5,Snag,Snag,A,A,C,,2,1,2,NA,,26,4,NA,,42.6,44.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,310.4,120.5,438331.593,135714.997
1423,140029,140029,FRPE,0.4,0.5,Snag,Log,,B,,,,,2,,,,,,14.5,,,39,21.5,,,,,,,,,,,,,,,,,,,
1423,140032,140031,FRPE,2.8,1,Snag,Snag,A,A,C,,1,1,2,NA,,4,,NA,,12.8,12.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,312.8,121,438333.993,135715.497
1423,140032,140032,FRPE,2.8,1,Snag,Snag,A,A,C,,1,1,2,NA,,13,,NA,,20.2,21.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,312.8,121,438333.993,135715.497
1423,140035,140035,FRPE,6.4,7.2,Snag,Snag,A,A,C,,1,1,2,NA,,26.2,,NA,,59,60.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,316.4,127.2,438337.593,135721.697
1423,140037,140037,FRPE,4.1,9,Snag,Snag,A,A,C,,1,1,2,NA,,18.2,2,NA,,37.1,37.6,28,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,314.1,129,438335.293,135723.497
1423,140037,140037,FRPE,4.1,9,,Log,,B,,,,,2,,,,,,14.2,,,33.9,,22.6,,,,,,,,,,,,,,,,,,
1424,140045,140045,FRPE,1.5,5.2,Log,Log,A,A,C,,1,1,3,G,,NA,,NA,,25.7,NA,,13,,,,NA,,,,,,23.9,14.5,NA,NA,NA,NA,311.5,135.2,438332.693,135729.697
1424,140048,140048,FRPE,4.1,7.2,Snag,Snag,A,A,C,,1,1,2,NA,,15,,NA,,21.6,22.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,314.1,137.2,438335.293,135731.697
1425,140055,140055,ULRU,1.5,1.8,Snag,Log,A,A,F,,3,2,3,NA,,4.5,,NA,7.4,12.6,12.4,11.9,NA,5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,311.5,141.8,438332.693,135736.297
1435,140058,140057,FRPE,0,0.7,Snag,Log,A,A,F,,3,2,3,NA,,7,,NA,44.3,61.4,59,51.3,NA,6,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320,140.7,438341.193,135735.197
1435,140058,140058,FRPE,0,0.7,Snag,Snag,A,A,C,,1,1,2,NA,,20.2,,NA,,61.6,57.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320,140.7,438341.193,135735.197
1426,140076,140075,ACRU,10,0.2,Snag,Log,A,A,F,,3,2,3,NA,,10,,NA,23.9,27.7,27.7,24.5,NA,2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320,150.2,438341.193,135744.697
1426,140077,140077,FRPE,5.4,4.9,Snag,Snag,A,A,C,,1,1,2,NA,,18,,NA,,58.1,58.8,,NA,,,,stump sprouts,,,,,,NA,NA,NA,NA,NA,NA,315.4,154.9,438336.593,135749.397
1426,140077,140078,FRPE,5.4,4.9,Snag,Snag,A,A,F,,1,1,2,NA,,13,,NA,,53.4,53.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,315.4,154.9,438336.593,135749.397
1427,140097,140097,FRPE,4.5,2,Snag,Snag,A,A,C,,1,1,3,NA,,18,,NA,,49.5,49.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,314.5,162,438335.693,135756.497
1411,140101,140101,PLOC,5.3,1.5,Snag,Log,A,A,F,,4,2,4,NA,,2,,35.5,21.3,36.5,37.8,23.4,NA,4,,,NA,,,,,,NA,NA,NA,NA,NA,NA,305.3,101.5,438326.493,135695.997
1412,140114,140114,FRPE,2.1,9.5,Snag,Snag,A,A,C,,1,1,2,NA,,15.6,,NA,,47.3,46.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302.1,119.5,438323.293,135713.997
1413,140116,140116,ULRU,3.2,1.1,Snag,,A,,C,,2,1,,NA,,5,,NA,,16.1,16.7,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,303.2,121.1,438324.393,135715.597
1413,140121,140121,FRPE,10.1,3.6,Snag,Log,A,A,C,,1,1,3,NA,,11.4,,NA,,31,30,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,310.1,123.6,438331.293,135718.097
1413,140128,140128,FRPE,0.8,7.7,Snag,Snag,A,A,C,,1,1,2,NA,,12.8,,NA,,40.3,40.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,300.8,127.7,438321.993,135722.197
1414,140132,140132,FRPE,2.3,2.6,Snag,Snag,A,A,C,,1,1,2,NA,,15,2,NA,,28.4,28.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302.3,132.6,438323.493,135727.097
1414,140148,140148,FRPE,3.4,7,Snag,Snag,A,A,C,,1,1,3,NA,,20,,NA,,55.6,56.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,303.4,137,438324.593,135731.497
1414,140148,140148,FRPE,3.4,7,,Log,,B,,,,,3,,,,,,33,,,38.6,,11.7,,,,,,,,,,,,,,,,,,
1415,140174,140174,FRPE,10.1,3.4,Snag,Snag,A,A,C,,1,1,1,NA,,17,,NA,,30.2,31.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,310.1,143.4,438331.293,135737.897
1415,140193,140193,FRPE,2.2,9.5,Snag,Snag,A,A,C,,1,1,2,NA,,20,,NA,,69.1,70.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302.2,149.5,438323.393,135743.997
1431,140201,140201,ACRU,0.3,0.7,Snag,,A,,C,,2,1,,NA,,10.6,,NA,,19.2,19.3,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,320.3,100.7,438341.493,135695.197
1431,140209,140209,ULRU,2.3,6.1,Snag,Log,A,A,C,,3,2,3,NA,,15,,NA,17,24.6,23.9,21.8,NA,7,,,NA,,,,,,NA,NA,NA,NA,NA,NA,322.3,106.1,438343.493,135700.597
1434,140247,140247,FRPE,2.5,3.6,Snag,Snag,A,A,C,,1,1,1,NA,,17,,NA,,26,26.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,322.5,133.6,438343.693,135728.097
1435,140253,140253,FRPE,8.9,9.2,Snag,Snag,A,A,C,,1,1,2,NA,,21.2,6,NA,,29.8,30.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,328.9,149.2,438350.093,135743.697
1435,140253,140253,FRPE,,,,Log,,B,,,,,2,,,,,,19.2,,,25,,11.2,,,,,,,,,,,,,,,,,,
14210,140284,140283,ACRU,9,9,Snag,Log,A,A,F,,2,1,3,NA,,7,,NA,22.7,34.8,33,32.6,NA,3.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,319,199,438340.193,135793.497
1428,140342,140342,ULRU,9.3,3.6,Snag,Log,A,A,F,,3,2,3,NA,,5.5,,NA,18.1,23.7,22.6,20.4,NA,5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,319.3,173.6,438340.493,135768.097
1428,140343,140343,ULRU,8.9,3.9,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,14,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,318.9,173.9,438340.093,135768.397
1428,140355,140355,ULRU,4,8.8,Snag,Log,A,A,F,,3,2,4,NA,,3.5,,NA,34.9,49.2,47.5,41.3,NA,2.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,314,178.8,438335.193,135773.297
1416,140427,140427,ULRU,7.3,3.4,Snag,Log,A,A,F,,3,2,3,NA,,8,,NA,16.9,25.4,25,23.1,NA,10.4,,,NA,,,,,,NA,NA,NA,NA,NA,NA,307.3,153.4,438328.493,135747.897
1417,140468,140468,ULRU,9.7,3.9,Log,Log,A,A,C,,3,2,4,G,,NA,,NA,,24.4,NA,,9,,,,NA,,,,,,21.9,19.7,NA,NA,NA,NA,309.7,163.9,438330.893,135758.397
1418,140486,140486,FRPE,3.5,8.3,Snag,Snag,A,A,C,,1,1,2,NA,,18,,NA,,47.7,49.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,303.5,178.3,438324.693,135772.797
1436,140623,140623,ULRU,1.8,5.5,Snag,Log,A,A,F,,4,2,4,NA,,1,,NA,,12,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,321.8,155.5,438342.993,135749.997
1436,140625,140625,PLOC,0.3,9.4,Snag,Log,A,A,F,,4,2,5,NA,,2,,NA,,28.4,28.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320.3,159.4,438341.493,135753.897
1438,140638,140638,QUPA2,7,9,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,60.1,NA,,7,,,,NA,,,,,,50.4,45.2,NA,NA,NA,NA,327,179,438348.193,135773.497
1419,140676,140676,LIST2,2.7,7.1,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,17.7,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302.7,187.1,438323.893,135781.597
14110,140824,140824,ULRU,10,3.2,Log,Log,A,A,C,,3,2,4,G,,NA,,NA,,21.8,NA,,14,,,,NA,,,,,,19.6,13,NA,NA,NA,NA,310,193.2,438331.193,135787.697
14110,140835,140835,QUPA2,5.8,7.9,Snag,Log,A,A,F,,4,2,4,NA,,11,,NA,57.4,76.1,74.2,67.8,NA,11,,,NA,,,,,,NA,NA,NA,NA,NA,NA,305.8,197.9,438326.993,135792.397
1443,141126,141126,FRPE,2.7,0.7,Log,Log,A,A,C,,1,1,2,G,,NA,,NA,,24,NA,,16,,,,NA,,,,,,23.5,11.5,NA,NA,NA,NA,332.7,120.7,438353.893,135715.197
1459,141322,141322,QUPA2,1.2,4.5,Log,Log,B,B,F,,3,2,3,G,,NA,,NA,,84.1,NA,,4,,,,NA,,,,,,61.5,59.2,NA,NA,NA,NA,341.2,184.5,438362.393,135778.997
1459,141322,141322,QUPA2,1.2,4.5,Snag,Snag,A,A,F,,3,2,3,NA,,20.6,,61.5,,84.1,78.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,341.2,184.5,438362.393,135778.997
1468,141521,141521,LIST2,6.5,4,Log,Log,A,A,F,,4,2,2,G,,NA,,NA,,41.6,NA,,3,,,,NA,,,,,,40.1,35.7,NA,NA,NA,NA,356.5,174,438377.693,135768.497
1463,141585,141585,LIST2,4.5,7.1,Snag,Snag,A,A,C,,1,1,1,NA,,13,,NA,,29,29.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,354.5,127.1,438375.693,135721.597
14104,142020,142020,LITU,4.4,3.3,Snag,Snag,A,A,C,,1,1,2,NA,,19.8,,NA,,21.2,21.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,394.4,133.3,438415.593,135727.797
14105,142037,142037,LIST2,0.5,8.9,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,22.6,NA,,13,,,,NA,,,,,,23.5,15.7,NA,NA,NA,NA,390.5,148.9,438411.693,135743.397
1498,142197,142197,LIST2,8.2,7.1,Snag,Snag,A,A,F,,1,1,2,NA,,8,,NA,,17.1,16.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,388.2,177.1,438409.393,135771.597
1484,142293,142293,UNKN,5.6,0.7,Snag,Snag,A,A,F,,4,2,3,NA,,2.6,,NA,,16.4,16,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,375.6,130.7,438396.793,135725.197
1486,142324,142324,LIST2,2.6,7.2,Snag,Snag,A,A,F,,3,2,4,NA,,3,,NA,,37.1,35.2,,NA,,,,1/2 gone,,,,,,NA,NA,NA,NA,NA,NA,372.6,157.2,438393.793,135751.697
14910,142379,142379,LITU,0.6,4,Snag,Snag,A,A,F,,3,2,3,NA,,7,,NA,,12.5,11.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.6,194,438401.793,135788.497
14910,142388,142388,LITU,9.5,5.6,Snag,Snag,A,A,F,,1,1,2,NA,,8,,NA,,19.1,18.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,389.5,195.6,438410.693,135790.097
1498,142404,142404,COFL2,0.6,9.4,Snag,Log,A,A,C,,2,1,2,NA,,6,,NA,,12,11.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.6,179.4,438401.793,135773.897
14108,142524,142524,LIST2,2.8,7.1,Snag,Log,A,A,C,,2,1,3,NA,,12,,NA,,26.8,27.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,392.8,177.1,438413.993,135771.597
14109,142541,142541,PIVI2,7.2,3,Log,Log,A,A,C,,4,2,3,G,,NA,,NA,,42.5,NA,,20,,,,NA,,,,,,39.7,24,NA,NA,NA,NA,397.2,183,438418.393,135777.497
141010,142560,142560,PIVI2,8.8,5.5,Snag,Snag,A,A,C,,4,2,3,NA,,15,,NA,,34.2,34.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,398.8,195.5,438419.993,135789.997
1475,142738,142738,ULRU,0.2,9.2,Snag,Log,A,A,F,,2,1,4,NA,,2,,13.4,,14.5,14.5,,NA,,,,cut,,,,,,NA,NA,NA,NA,NA,NA,360.2,149.2,438381.393,135743.697
1473,142752,142752,CATO6,1.4,4.2,Log,Log,A,,F,,1,1,2,G,,NA,,NA,,46.5,NA,,3,,,,cut,,,,,,50.4,40.8,NA,NA,NA,NA,361.4,124.2,438382.593,135718.697
15101,150005,150005,LITU,7.6,5,Snag,Log,A,A,C,,2,1,4,NA,,13.6,,NA,,12.7,12.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,397.6,205,438418.793,135799.497
1598,150056,150056,LIST2,9.9,1.2,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,21.8,NA,,9,,,,NA,,,,,,21.2,14.2,NA,NA,NA,NA,389.9,271.2,438411.093,135865.697
15910,150077,150077,UNKN,8.9,4.2,Snag,Snag,A,A,F,,4,2,3,NA,,5,,NA,,34.3,32.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,388.9,294.2,438410.093,135888.697
1592,150202,150202,FAGR,3.5,3.5,Log,Log,B,B,F,,1,1,2,G,,NA,,NA,,55.8,NA,,3,,,,NA,,,,,,45.2,40.3,NA,NA,NA,NA,383.5,213.5,438404.693,135807.997
1592,150202,150202,FAGR,3.5,3.5,Snag,Snag,A,A,F,,1,1,2,NA,,2,,45.2,,55.8,56.1,,NA,,,,"cut, hit by 150206",,,,,,NA,NA,NA,NA,NA,NA,383.5,213.5,438404.693,135807.997
1583,150206,150206,QURU,8,7.6,Log,Log,B,B,F,,2,1,3,G,,NA,,NA,,75,NA,,4,,,,windthrow,,,,,,51,50.2,NA,NA,NA,NA,388,217.6,438409.193,135812.097
1592,150206,150206,QURU,8,7.6,Log,Log,A,A,F,,2,1,4,G,,NA,,NA,,75,NA,,3,,,,windthrow,,,,,,77.2,57.6,NA,NA,NA,NA,388,217.6,438409.193,135812.097
15108,150264,150264,NYSY,6.3,4.2,Log,,A,,F,,4,2,,G,,NA,,NA,,13.6,NA,,3,,,,NA,Not found,,,,,12.7,10.8,NA,NA,NA,NA,396.3,274.2,438417.493,135868.697
15108,150265,150265,LIST2,6.8,6.1,Log,Log,A,A,F,,1,1,2,A;G,,NA,,NA,,33.5,NA,,27,,,,NA,,,,,,32.7,16.1,NA,NA,NA,NA,396.8,276.1,438417.993,135870.597
1571,150404,150404,LIST2,2,3.5,Log,,A,,C,,2,1,,A,,NA,,NA,,NA,NA,,17,,,,no tag,Not found,,,,,52.3,40.6,1.2,3.6,NA,NA,NA,NA,NA,NA
1573,150440,150441,ACRU,4.9,3.6,Snag,Log,A,A,F,,4,2,4,NA,,5.5,,NA,,44.8,43.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,364.9,223.6,438386.093,135818.097
1561,150516,150516,ULRU,5.8,3.7,Snag,Log,A,A,F,,2,1,2,NA,,3.9,,NA,,12.7,12.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,355.8,203.7,438376.993,135798.197
1589,150650,150650,LITU,4,0.2,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,26.5,NA,,8,,,,NA,,,,,,25.6,21,NA,NA,NA,NA,374,280.2,438395.193,135874.697
1567,150704,150704,ULRU,9.9,6.4,Snag,Snag,A,A,F,,3,2,2,NA,,6.5,,NA,,12,11.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,359.9,266.4,438381.093,135860.897
1562,150944,150944,LIST2,6.8,9.5,Stump,,NA,,F,,4,2,,NA,,NA,,NA,,48.9,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,356.8,219.5,438377.993,135813.997
1575,151020,151020,ACRU,8.7,3.8,Snag,Snag,A,A,C,,1,1,2,NA,,17,2.3,NA,,39.7,39.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,368.7,243.8,438389.893,135838.297
1575,151020,151020,ACRU,8.7,3.8,,,,B,,,,,2,,,,,,23.2,,,33.7,,8.3,,,,,,,,,,,,,,,,,,
1557,151258,151258,ULRU,2.7,1,Snag,Snag,A,A,C,,2,1,2,NA,,4,,NA,,18.8,16.3,,NA,,,,Leaning,,,,,,NA,NA,NA,NA,NA,NA,342.7,261,438363.893,135855.497
1517,151401,151401,ULAM,9.6,8.9,Snag,Snag,A,A,C,,2,1,2,NA,,9.2,,NA,,27.9,30.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,309.6,268.9,438330.793,135863.397
15110,151405,151405,ULAM,4.5,0.2,Snag,Log,A,A,F,,3,2,5,NA,,5,,NA,,23.9,23.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,304.5,290.2,438325.693,135884.697
15410,151529,151529,ULRU,8.2,8,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,23.6,NA,,5,,,,NA,,,,,,10.8,8,NA,NA,NA,NA,338.2,298,438359.393,135892.497
15410,151529,151530,ULRU,8.2,8,Snag,Log,A,A,F,,3,2,4,NA,,3.5,,NA,,12,22.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,338.2,298,438359.393,135892.497
1566,151573,151573,ULRU,2.5,1.8,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,14.7,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,352.5,251.8,438373.693,135846.297
