QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
1123,110143,,,,,standing dead,,A,,,1,,,,,,,6.1,,,,,,
1124,110148,,,,,lying whole,,A,,,3,,,,,,,19.6,,3.4,,,,
1126,110165,,,,,standing broken,,A,,,2,,,,,9.7,,12.7,,,,,,
1126,110165,,,,,standing broken,,B,,,2,,,,,,,9.7,,2.6,,,,
1127,110197,,,,,lying whole,,A,,,3,,,,,,,10.7,,4.9,,,,
1129,110614,,,,,standing broken,,F,,,2,,,,,,,24.6,,2.2,,,,rearranged from sketch
1129,110614,,,,,standing broken,,G,,,2,,,,,,,23.5,,1.3,,,,rearranged from sketch
1129,110614,,,,,standing broken,,H,,,2,,,,,,,19.4,,1.5,,,,rearranged from sketch
1129,110614,,,,,standing broken,,I,,,2,,,,,,,19.2,,1.5,,,,rearranged from sketch
1132,no tag,,,,,lying whole,,A,,,2,,,,,,,8.9,,4.5,,,,
1133,110235,,,,,lying whole,,A,,,2,,,,,,,5,,2,,,,
1137,110297,,,,,standing dead,,A,,,2,,,,,,,6.8,,,,,,
1139,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1139,110429,,,,,lying whole,,A,,,3,,,,,,,7.2,,3.1,,,,
1142,110301,,,,,standing dead,,A,,,2,,,,,,,8.8,,,,,,
1144,110353,,,,,standing dead,,A,,,3,,,,,,,21.4,,,,,,
1144,no tag,,,,,lying whole,,A,,,3,,,,,,,39.5,,10.4,,,,
1148,110398,,,,,standing dead,,A,,,2,,,,,,,7.2,,,,,,
1151,no tag,,,,,lying whole,,A,,,3,,,,,,,19,,4.3,,,,
1153,110816,,,,,standing dead,,A,,,2,,,,,,,1.2,,,,,,
1153,110817,,,,,standing dead,,A,,,2,,,,,,,1.3,,,,,,
1153,110818,,,,,standing dead,,A,,,2,,,,,,,1.9,,,,,,
1153,110819,,,,,standing dead,,A,,,2,,,,,,,2,,,,,,
1154,110833,,,,,lying broken,,A,A,,1,5,,,,,,32,,8,,,,
1155,no tag,,,,,lying whole,,A,,,3,,,,,,,30.9,,15.3,,,,
1156,no tag,,,,,lying whole,,A,,,3,,,,,,,20,,5.9,,,,
1156,no tag,,,,,lying whole,,A,,,3,,,,,,,7.5,,4.1,,,,
1156,110855,,,,,standing broken,,A,,,2,,,2,,8.7,,11.6,,,,,,
1156,110855,,,,,standing broken,,B,,,2,,,,,,,8.7,,3,,,,
1157,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1158,110881,,,,,standing dead,,A,,,2,,,,,,,78.5,,,,,,
1158,111115,,,,,lying whole,,A,,,2,,,,,,,2.7,,3.1,,,,
1159,111156,,,,,lying whole,,A,,,2,,,,,,,2.7,,1.7,,,,
1159,111158,,,,,lying whole,,A,,,2,,,,,,,1.5,,3.5,,,,broken
1159,111129,,,,,lying whole,,A,,,2,,,,,,,1.2,,1.4,,,,broken
1162,110574,,,,,lying whole,,A,,,2,,,,,,,10.6,,6.6,,,,
1162,no tag,,,,,lying whole,,A,,,3,,,,,,,8.9,,3.8,,,,
1162,110580,,,,,lying whole,,A,,,2,,,,,,,6,,5.4,,,,
1163,no tag,,,,,lying whole,,A,,,2,,,,,,,6.5,,3.5,,,,
1165,110833,,,,,lying broken,,B,,,1,,,,,,,9.4,,,,,,
1166,111021,,,,,lying whole,,A,,,2,,,,,,,23.7,,,,,,
1166,111030,,,,,standing dead,,A,,,2,,,,,,,10.1,,,,,,leaning
1166,111019,,,,,standing dead,,A,,,2,,,,,,,10.4,,,,,,leaning
1166,111021,,,,,lying whole,,A,,,2,,,,,,,23.7,,11.3,,,,
1167,111035,,,,,lying whole,,A,,,2,,,,,,,10,,6.4,,,,
1168,,,,,,lying whole,,A,,,3,,,,,,,,,3.5,,,,
1168,111066,,,,,lying whole,,A,,,2,,,,,,,10.3,,3.9,,,,
1168,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1168,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1171,110867,,,,,lying whole,,A,,,2,,,,,,,9.6,,4.9,,,,
1172,no tag,,,,,lying whole,,A,,,3,,,,,,,23.2,,15.3,,,,110585?
1172,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1172,no tag,,,,,lying whole,,A,,,2,,,,,,,6.3,,3.8,,,,
1173,no tag,,,,,lying whole,,A,,,2,,,,,,,8,,2.3,,,,
1174,110947,,,,,standing broken,,A,,,2,,,,,22.3,,28.8,,,,,,
1174,110947,,,,,standing broken,,B,,,2,,,,,,,22.3,,1.1,,,,
1174,110947,,,,,standing broken,,C,,,2,,,,,,,22,,9.3,,,,
1176,no tag,,,,,lying whole,,A,,,3,,,,,,,48.3,,11.2,,,,
1177,110985,,,,,lying whole,,A,,,2,,,,,,,5,,4.4,,,,
1184,no tag,,,,,standing broken,,C,,,3,,,,,,,51.8,,5.3,,,,
1184,no tag,,,,,lying whole,,A,,,3,,,,,,,54.1,,21.1,,,,
1184,110947,,,,,standing broken,,D,,,2,,,,,,,17.7,,3.3,,,,
1185,no tag,,,,,standing broken,,A,,,3,,,2,,80.6,,85.5,,,,,,
1185,no tag,,,,,standing broken,,B,,,3,,,,,,,80.6,,11.6,,,,
1187,111628,,,,,lying whole,,A,,,2,,,,,,,14.1,,4.6,,,,
1187,111620,,,,,standing broken,,A,,,2,,,,,,,12.2,,2.8,,,,connected
1188,no tag,,,,,lying whole,,A,,,2,,,,,,,41.9,,23.3,,,,
1189,no tag,,,,,lying whole,,A,,,3,,,,,,,21,,10.7,,,,
1191,111345,,,,,lying whole,,A,,,1,,,,,,,24.5,,14.1,,,,
1194,no tag,,,,,lying whole,,A,,,2,,,,,,,12,,4.6,,,,
1195,no tag,,,,,lying whole,,A,,,3,,,,,,,14.1,,13,,,,
1196,111590,,,,,standing dead,,A,,,1,,,,,,,3.7,,,,,,leaning
1196,111595,,,,,lying whole,,A,,,2,,,,,,,14,,2.7,,,,
1196,111587,,,,,lying whole,,A,,,2,,,,,,,5.5,,2.5,,,,
1197,111727,,,,,lying whole,,A,,,2,,,,,,,13.2,,5.5,,,,
1197,no tag,,,,,lying whole,,A,,,2,,,,,,,81,,13.3,,,,
1197,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1198,no tag,,,,,lying whole,,A,,,3,,,,,,,6.6,,3.1,,,,
1213,no tag,,,,,lying whole,,A,,,3,,,,,,,32.6,,11.9,,,,
1218,122186,,,,,lying whole,,A,,,2,,,,,,,22.7,,18,,,,
1223,122346,,,,,lying whole,,A,,,2,,,,,,,10.8,,2.5,,,,
1224,no tag,,,,,lying whole,,A,,,3,,,,,,,,,,,,,
1225,122365,,,,,lying whole,,A,,,1,,,,,,,2.3,,2.6,,,,broken
1227,no tag,,,,,lying whole,,A,,,3,,,,,,,11.7,,3.1,,,,
1228,no tag,,,,,lying whole,,A,,,3,,,,,,,22.7,,8.5,,,,
1228,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1229,no tag,,,,,lying ,,A,,,3,,,,,,,14,,8.1,,,,
1233,no tag,,,,,lying whole,,A,,,3,,,,,,,12.2,,3.4,,,,
1233,no tag,,,,,standing broken,,A,,,2,,,1.7,,4.5,,4.5,,,,,,
1233,no tag,,,,,standing broken,,B,,,2,,,,,,,4.5,,2.8,,,,
1236,no tag,,,,,lying whole,,A,,,3,,,,,,,7.6,,3,,,,
1237,no tag,,,,,lying whole,,A,,,3,,,,,,,24.3,,14.6,,,,
1241,122426,,,,,standing dead,,A,,,2,,,,,,,6.3,,,,,,
1241,no tag,,,,,stump,,A,,,2,,,,,,,,,,,,,
1243,122439,,,,,standing broken,,A,,,3,,,1.7,,,,15.8,,,,,,no top
1243,122226,,,,,standing dead,,A,,,2,,,,,,,10.7,,,,,,
1243,no tag,,,,,lying cut,,A,,,3,,,,,,,54.9,,1.7,,,,no top
1243,no tag,,,,,lying cut,,A,,,3,,,,,65.6,,62.4,,1.8,,,,
1244,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1244,no tag,,,,,lying cut,,B,,,3,,,,,,,65.6,,15.1,,,,
1247,122706,,,,,standing broken,,A,,,2,,,16,,,,46.5,,,,,,no top
1251,122646,,,,,standing dead,,A,,,2,,,,,,,,,,,,,stump sprouts
1251,122643,,,,,lying whole,,A,,,2,,,,,,,4,,2.2,,,,
1251,122637,,,,,lying whole,,A,,,2,,,,,,,11.1,,8.1,,,,
1252,no tag,,,,,lying cut,,F,,,3,,,,,,,39.7,,12,,,,
1253,no tag,,,,,lying cut,,D,,,3,,,,,,,47.9,,2.3,,,,
1253,no tag,,,,,lying cut,,E,,,3,,,,,,,46.2,,1.9,,,,
1255,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1256,122802,,,,,lying whole,,A,,,2,,,,,,,7.2,,,,,,
1258,122835,,,,,standing broken,,A,,,3,,,1.9,,19.7,,24.8,,,,,,
1258,no tag,,,,,lying whole,,A,,,3,,,,,,,23.8,,15.2,,,,
1261,122549,,,,,standing broken,,A,,,2,,,2.5,,5,,6.3,,,,,,
1261,122549,,,,,standing broken,,B,,,2,,,,,,,5,,1.4,,,,
1261,122549,,,,,standing broken,,C,,,2,,,,,,,4.1,,2.5,,,,
1263,no tag,,,,,lying cut,,A,,,3,,,,,,,51.3,,1.9,,,,
1264,no tag,,,,,lying cut,,A,,,3,,,,,,,55.2,,1.7,,,,
1267,122835,,,,,standing broken,,C,,,3,,,,,,,18.2,,3.1,,,,
1268,122835,,,,,standing broken,,B,,,3,,,,,,,19.7,,2.3,,,,
1268,122929,,,,,lying whole,,A,,,2,,,,,,,6.7,,3.9,,,,
1269,122841,,,,,standing dead,,A,,,3,,,,,,,45,,,,,,
1274,123045,,,,,lying whole,,A,,,2,,,,,,,5.1,,4,,,,
1276,no tag,,,,,lying cut,,A,,,3,,,,,,,13,,9.3,,,,
1279,no tag,,,,,lying whole,,A,,,3,,,,,,,63.8,,22.2,,,,
1282,123110,,,,,lying whole,,A,,,3,,,,,,,3.3,,3.1,,,,
1283,no tag,,,,,lying whole,,A,,,2,,,,,,,5.5,,3.5,,,,leaning on 123254
1285,no tag,,,,,lying whole,,A,,,3,,,,,,,49,,9.4,,,,
1285,no tag,,,,,lying whole,,A,,,3,,,,,,,44.5,,5.3,,,,
1285,no tag,,,,,lying whole,,B,,,3,,,,,,,38.2,,11.9,,,,
1285,no tag,,,,,lying whole,,C,,,3,,,,,,,38.2,,9.7,,,,
1286,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1286,123159,,,,,lying broken,,A,,,2,,,,,,,7.8,,2.2,,,,
1286,123159,,,,,lying broken,,B,,,2,,,,,,,7,,2.6,,,,
1288,no tag,,,,,lying broken,,A,,,2,,,,,,,10.3,,3.5,,,,
1288,no tag,,,,,lying broken,,B,,,2,,,,,,,6.8,,1.9,,,,
1291,123218,,,,,lying whole,,A,,,2,,,,,,,7.5,,2.4,,,,
1291,123223,,,,,standing dead,,A,,,2,,,,,,,4,,,,,,
1291,123231,,,,,standing broken,,A,,,3,,,1.5,,30.4,,46.5,,,,,,
1296,123404,,,,,lying whole,,A,,,2,,,,,,,7.6,,4.3,,,,
1296,123405,,,,,lying whole,,A,,,2,,,,,,,5.2,,4.3,,,,
1299,123427,,,,,lying whole,,A,,,2,,,,,,,6.6,,4.3,,,,
1310,10277,,,,,standing broken,,A,,,2,,,2.3,,5.3,,6.5,,,,,,
1310,no tag,,,,,lying whole,,A,,,3,,,,,,,20.1,,7,,,,
1311,130907,,,,,lying whole,,A,,,3,,,,,,,15,,6.2,,,,
1315,no tag,,,,,lying whole,,A,,,3,,,,,,,21,,4.4,,,,
1315,no tag,,,,,lying whole,,A,,,3,,,,,,,21.5,,10.6,,,,
1318,no tag,,,,,lying whole,,A,,,3,,,,,,,11,,5.1,,,,
1318,no tag,,,,,lying whole,,A,,,3,,,,,,,35.4,,8,,,,
1318,no tag,,,,,lying whole,,A,,,3,,,,,,,30.8,,8.8,,,,
1321,130423,,,,,lying whole,,A,,,3,,,,,,,14.6,,13.1,,,,
1321,130445,,,,,standing broken,,A,,,3,,,1.7,,12.7,,15,,,,,,
1321,130445,,,,,standing broken,,B,,,3,,,,,,,12.7,,8,,,,
1321,130429,,,,,standing dead,,A,,,2,,,,,,,16.4,,,,,,
1324,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1331,no tag,,,,,lying whole,,A,,,3,,,,,,,11.8,,5.6,,,,
1331,130003,,,,,standing dead,,A,,,2,,,,,,,13.2,,,,,,
1332,no tag,,,,,lying whole,,A,,,2,,,,,,,18,,9.8,,,,
1333,no tag,,,,,lying whole,,A,,,3,,,,,,,33.8,,9.6,,,,
1334,no tag,,,,,lying whole,,A,,,3,,,,,,,52.4,,10.6,,,,
1335,130766,,,,,lying whole,,A,,,2,,,,,,,6.1,,2.7,,,,
1336,no tag,,,,,lying whole,,A,,,3,,,,,,,25.7,,4.8,,,,
1336,130560,,,,,lying broken,,B,,,2,,,,,,,31.5,,6.6,,,,
1337,130560,,,,,lying broken,,C,,,2,,,,,,,31.1,,5.3,,,,
1338,130297,,,,,standing dead,,A,,,2,,,,,,,2,,,,,,
1338,130296,,,,,standing dead,,A,,,2,,,,,,,11.3,,,,,,
1338,no tag,,,,,lying whole,,A,,,3,,,,,,,54.5,,15.3,,,,
1341,130807,,,,,lying whole,,A,,,2,,,,,,,10.5,,7.1,,,,
1341,130792,,,,,standing dead,,A,,,2,,,,,,,2.1,,,,,,
1346,130551,,,,,standing dead,,A,,,3,,,,,,,45.7,,,,,,leaning
1346,130559,,,,,lying whole,,A,,,2,,,,,,,6,,2.4,,,,
1346,130560,,,,,lying whole,,A,,,2,,,,,,,46.1,,18.1,,,,
1346,130560,,,,,lying broken,,A,,,2,,,,,,,38.4,,1.7,,,,
1346,130567,,,,,standing dead,,A,,,1,,,,,,,3.6,,,,,,
1348,no tag,,,,,lying whole,,A,,,3,,,,,,,20.8,,11.5,,,,
1349,no tag,,,,,lying whole,,A,,,2,,,,,,,54,,16.8,,,,
1349,130528,,,,,standing broken,,A,,,1,,,3.5,,45,,65,,,,,,
1349,130528,,,,,standing broken,,B,,,1,,,,,,,45,,21.6,,,,
1351,130960,,,,,standing dead,,A,,,1,,,,,,,13.6,,,,,,
1356,131285,,,,,lying whole,,A,,,1,,,,,,,47.3,,14.5,,,,
1357,131292,,,,,lying whole,,A,,,2,,,,,,,27.8,,,,,,broken below dbh
1357,131291,,,,,standing dead,,A,,,2,,,,,,,30.3,,,,,,
1357,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1359,no tag,,,,,lying whole,,A,,,3,,,,,,,62.1,,17.5,,,,
1359,131306,,,,,lying whole,,A,,,3,,,,,,,28.8,,7.7,,,,
1359,131307,,,,,lying whole,,A,,,3,,,,,,,46.8,,14.8,,,,
1361,130655,,,,,standing dead,,A,,,2,,,,,,,2.9,,,,,,
1361,130660,,,,,standing broken,,A,,,2,,,,,,,6.5,,,,,,connected
1362,131134,,,,,standing dead,,A,,,2,,,,,,,5.2,,,,,,
1362,131157,,,,,lying whole,,A,,,2,,,,,,,5.2,,2.6,,,,
1364,no tag,,,,,lying whole,,A,,,2,,,,,,,31.2,,23.8,,,,
1365,no tag,,,,,lying whole,,A,,,3,,,,,,,14.9,,9,,,,
1365,131049,,,,,lying whole,,A,,,1,,,,,,,1.6,,1.7,,,,
1367,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1371,131351,,,,,standing dead,,A,,,2,,,,,,,2.6,,,,,,
1371,131356,,,,,standing dead,,A,,,2,,,,,,,0.8,,,,,,
1374,no tag,,,,,lying whole,,A,,,3,,,,,,,21.9,,6.7,,,,
1375,131987,,,,,standing broken,,B,,,2,,,,,,,12.7,,5.6,,,,
1375,131955,,,,,standing dead,,A,,,2,,,,,,,3,,,,,,
1375,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1376,131987,,,,,standing broken,,A,,,2,,,16.5,,12.7,,25.2,,,,,,
1378,no tag,,,,,lying whole,,A,,,3,,,,,,,8.4,,6.9,,,,
1381,131493,,,,,standing dead,,A,,,2,,,,,,,3.2,,,,,,
1383,no tag,,,,,lying cut,,A,,,3,,,,,,,74.6,,8.5,,,,
1384,132001,,,,,standing dead,,A,,,2,,,,,,,3.2,,,,,,
1384,no tag,,,,,lying cut,,A,,,3,,,,,,,44.5,,6.4,,,,
1384,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1384,no tag,,,,,lying cut,,A,,,3,,,,,,,60.7,,12.5,,,,
1388,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1389,no tag,,,,,standing broken,,C,,,2,,,,,,,45.9,,2.3,,,,
1395,no tag,,,,,lying broken,,B,,,3,,,,,,,34.4,,4.3,,,,
1395,132932,,,,,lying whole,,A,,,2,,,,,,,6.1,,2.6,,,,
1398,no tag,,,,,standing broken,,A,,,2,,,12,,50.9,,86,,,,,,
1398,no tag,,,,,standing broken,,B,,,2,,,,,,,50.9,,9.4,,,,
1411,140101,,,,,standing broken,,A,,,3,,,3,,27.7,,36.4,,,,,,
1411,140101,,,,,standing broken,,A,,,3,,,,,,,27.7,,13.3,,,,
1411,no tag,,,,,lying whole,,A,,,3,,,,,,,28.9,,6.2,,,,
1413,no tag,,,,,lying whole,,A,,,3,,,,,,,14.2,,6.8,,,,
1415,140835,,,,,standing broken,,A,,,3,,,12,,49.3,,75.9,,,,,,
1419,140676,,,,,standing broken,,A,,,2,,,3.2,,11.8,,17.1,,,,,,
1419,140676,,,,,standing broken,,B,,,2,,,,,,,11.8,,6.3,,,,
1428,140355,,,,,standing broken,,A,,,1,,,5,,35.1,,49.3,,,,,,
1428,140355,,,,,standing broken,,B,,,1,,,,,,,35.1,,7.1,,,,
1429,140376,,,,,lying whole,,A,,,1,,,,,,,51,,28,,,,live buds
1431,140209,,,,,standing dead,,A,,,2,,,,,,,25.2,,,,,,
1431,140212,,,,,lying whole,,A,,,2,,,,,,,30,,4.9,,,,
1433,140243,,,,,lying whole,,A,,,3,,,,,,,17.1,,10.8,,,,
1438,140638,,,,,standing broken,,A,,,3,,,11,,44.5,,59.1,,,,,,
1438,140638,,,,,standing broken,,B,,,3,,,,,,,44.5,,6.3,,,,
1439,140534,,,,,standing broken,,A,,,2,,,1.3,,,,2,,,,,,top?
1439,140535,,,,,lying broken,,A,,,3,,,,,,,8.8,,5.7,,,,
1439,140535,,,,,lying broken,,B,,,3,,,,,,,6.8,,1.3,,,,
1447,no tag,,,,,lying whole,,A,,,3,,,,,,,47.3,,15.8,,,,
1448,140638,,,,,standing broken,,C,,,3,,,,,,,33.7,,1.8,,,,
1448,140638,,,,,standing broken,,D,,,3,,,,,,,36,,1.8,,,,
1448,140969,,,,,lying whole,,A,,,3,,,,,,,28.2,,7,,,,
1451,140738,,,,,standing dead,,A,,,2,,,,,,,2.5,,,,,,
1452,no tag,,,,,lying whole,,A,,,3,,,,,,,22.8,,10.2,,,,
1453,141067,,,,,lying whole,,A,,,2,,,,,,,2,,1.9,,,,
1455,141098,,,,,standing broken,,A,,,1,,,,,,,49.6,,14.6,,,,
1455,141224,,,,,standing broken,,A,,,2,,,0.7,,,,1.1,,,,,,
1455,141282,,,,,standing dead,,A,,,2,,,,,,,1.7,,,,,,
1459,141322,,,,,standing broken,,A,,,1,,,,,,,,,,,,,live buds
1462,141979,,,,,standing dead,,A,,,1,,,,,,,4.4,,,,,,
1464,141484,,,,,standing dead,,A,,,2,,,,,,,3.6,,,,,,
1464,141692,,,,,lying whole,,A,,,2,,,,,,,1.1,,2.2,,,,
1465,141098,,,,,standing broken,,B,,,1,,,,,,,39,,1.3,,,,
1465,141098,,,,,standing broken,,C,,,1,,,,,,,37.1,,3.1,,,,
1466,141913,,,,,standing dead,,A,,,2,,,,,,,1.3,,,,,,
1467,141521,,,,,standing broken,,C,,,2,,,,,,,22.3,,3.5,,,,
1467,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1467,141641,,,,,standing dead,,A,,,2,,,,,,,1.3,,,,,,
1468,141521,,,,,standing broken,,A,,,2,,,4,,31.6,,41.5,,,,,,
1468,141521,,,,,standing broken,,B,,,2,,,,,,,31.6,,11.4,,,,
1479,142442,,,,,lying whole,,A,,,1,,,,,,,5.5,,2.8,,,,
1479,142443,,,,,lying cut,,A,,,1,,,,,,,7,,3.5,,,,leaning
1481,no tag,,,,,lying whole,,A,,,3,,,,,,,43.9,,6.1,,,,
1481,141818,,,,,standing dead,,A,,,2,,,,,,,1.4,,,,,,
1481,141817,,,,,standing dead,,A,,,2,,,,,,,3.2,,,,,,
1482,142242,,,,,standing broken,,A,,,2,,,3,,10,,10.5,,,,,,
1482,142242,,,,,standing broken,,B,,,2,,,,,,,10,,1.3,,,,
1482,142246,,,,,standing dead,,A,,,2,,,,,,,3.5,,,,,,
1484,no tag,,,,,lying whole,,A,,,3,,,,,,,53.3,,9.8,,,,
1484,142293,,,,,standing broken,,A,,,3,,,1.8,,,,16.5,,,,,,no top
1486,142324,,,,,standing broken,,A,,,3,,,3,,,,37.4,,,,,,
1487,142335,,,,,lying whole,,A,,,3,,,,,,,22.1,,4.1,,,,
1491,no tag,,,,,lying whole,,A,,,3,,,,,,,22.2,,5.7,,,,
1491,no tag,,,,,lying cut,,A,,,3,,,,,,,48,,7.7,,,,split at base
1491,no tag,,,,,lying cut,,B,,,3,,,,,,,48.7,,1.3,,,,
1491,no tag,,,,,lying cut,,C,,,3,,,,,,,43.3,,2,,,,
1491,no tag,,,,,lying cut,,E,,,3,,,,,,,44.6,,2.2,,,,
1491,no tag,,,,,lying cut,,F,,,3,,,,,,,45.2,,1.6,,,,
1491,no tag,,,,,lying cut,,G,,,3,,,,,,,43.7,,1.1,,,,
1491,no tag,,,,,lying cut,,H,,,3,,,,,,,45.9,,1.7,,,,
1491,no tag,,,,,lying whole,,A,,,3,,,,,,,40,,13.6,,,,
1491,no tag,,,,,lying cut,,A,,,3,,,,,,,84,,8,,,,
1491,no tag,,,,,lying cut,,A,,,3,,,,,,,53.6,,8.5,,,,
1494,142154,,,,,lying whole,,A,,,3,,,,,,,2.2,,,,,,
1494,142153,,,,,standing dead,,A,,,3,,,,,,,1.2,,,,,,
1496,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1498,no tag,,,,,lying broken,,A,,,3,,,,,,,41.3,,9.6,,,,
1499,no tag,,,,,lying whole,,A,,,3,,,,,,,19.5,,8.5,,,,
1499,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1512,no tag,,,,,lying whole,,A,,,3,,,,,,,45.8,,14.5,,,,Betula
1513,152197,,,,,standing dead,,A,,,2,,,,,,,3.6,,,,,,
1513,152187,,,,,standing dead,,A,,,2,,,,,,,4.2,,,,,,
1513,no tag,,,,,lying whole,,A,,,3,,,,,,,32.3,,16.5,,,,
1514,153078,,,,,standing dead,,A,,,2,,,,,,,5.3,,,,,,
1514,153054,,,,,lying whole,,A,,,2,,,,,,,7.2,,4.9,,,,Ulmus?
1516,no tag,,,,,lying whole,,A,,,2,,,,,,,35,,23.9,,,,
1517,no tag,,,,,lying whole,,A,,,3,,,,,,,21.9,,14,,,,
1517,153336,,,,,lying whole,,A,,,2,,,,,,,76.5,,30.7,,,,
1519,153510,,,,,standing dead,,A,,,2,,,,,,,5.5,,,,,,
1521,no tag,,,,,standing dead,,A,,,2,,,,,,,21.2,,,,,,couldn't find tag
1528,no tag,,,,,lying whole,,A,,,3,,,,,,,59.5,,21.3,,,,
1532,152566,,,,,lying broken,,A,,,2,,,,,,,8.7,,1.8,,,,
1532,152566,,,,,lying broken,,B,,,2,,,,,,,7.4,,2.6,,,,
1532,151620,,,,,standing broken,,A,,,2,,,,,,,5,,,,,,no top
1533,151675,,,,,standing dead,,A,,,2,,,,,,,3,,,,,,
1533,151678,,,,,standing dead,,A,,,2,,,,,,,4.4,,,,,,
1533,151669,,,,,standing dead,,A,,,2,,,,,,,2.4,,,,,,
1543,152702,,,,,lying whole,,A,,,3,,,,,,,50,,10.6,,,,
1547,150748,,,,,lying whole,,A,,,2,,,,,,,60.2,,26.1,,,,stump sprouts
1547,no tag,,,,,lying whole,,A,,,3,,,,,,,40.9,,16.1,,,,
1547,150735,,,,,standing dead,,A,,,1,,,,,,,2,,,,,,
1555,151207,,,,,standing broken,,A,,,2,,,,,,,7.5,,1.9,,,,connected
1555,no tag,,,,,lying whole,,A,,,3,,,,,,,63.3,,10,,,,
1558,152654,,,,,lying broken,,A,,,3,,,,,,,14,,7,,,,
1558,152654,,,,,lying broken,,B,,,3,,,,,,,10.3,,3.4,,,,
1561,no tag,,,,,lying whole,,A,,,3,,,,,,,26.4,,6.3,,,,
1561,no tag,,,,,lying broken,,B,,,3,,,,,,,29,,3.1,,,,
1562,150944,,,,,standing broken,,A,,,2,,,2,,38.4,,49.2,,,,,,
1562,150944,,,,,standing broken,,B,,,2,,,,,,,38.4,,22,,,,
1563,150982,,,,,standing dead,,A,,,2,,,,,,,2.6,,,,,,
1563,150986,,,,,standing dead,,A,,,2,,,,,,,2.5,,,,,,
1563,150971,,,,,standing dead,,A,,,2,,,,,,,2.6,,,,,,
1563,150945,,,,,lying whole,,A,,,2,,,,,,,37.2,,22.2,,,,
1563,no tag,,,,,lying whole,,A,,,3,,,,,,,39,,22.2,,,,
1563,no tag,,,,,lying whole,,A,,,1,,,,,,,9.7,,5.2,,,,
1565,no tag,,,,,lying whole,,A,,,3,,,,,,,16.7,,10.2,,,,
1568,152925,,,,,standing broken,,A,,,3,,,2.5,,10.7,,13.5,,,,,,
1568,152925,,,,,standing broken,,B,,,3,,,,,,,10.7,,1.7,,,,
1571,150404,,,,,lying whole,,A,,,1,,,,,,,54.2,,17.1,,,,live buds
1572,no tag,,,,,lying broken,,A,,,3,,,,,,,44.6,,11.3,,,,
1577,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1578,151095,,,,,standing dead,,A,,,2,,,,,,,2.7,,,,,,
1578,151091,,,,,standing dead,,A,,,2,,,,,,,2.8,,,,,,
1579,150489,,,,,standing dead,,A,,,2,,,,,,,1.4,,,,,,
1583,no tag,,,,,lying whole,,A,,,3,,,,,,,30.9,,7.1,,,,
1584,no tag,,,,,lying whole,,A,,,3,,,,,,,30.2,,7.2,,,,
1585,150333,,,,,standing broken,,A,,,1,,,,,,,16,,9.6,,,,connected
1586,150049,,,,,lying whole,,A,,,2,,,,,,,17,,12.7,,,,stump in x9 y6
1588,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1588,no tag,,,,,stump,,A,,,3,,,,,,,,,,,,,
1589,150650,,,,,standing broken,,A,,,2,,,8.2,,20.8,,26.5,,,,,,
1589,150650,,,,,standing broken,,B,,,2,,,,,,,20.8,,4.4,,,,
1591,no tag,,,,,standing broken,,A,,,2,,,2.5,,60.7,,60.7,,,,,,dbh from B
1593,150210,,,,,standing dead,,A,,,1,,,,,,,3.1,,,,,,
1594,150213,,,,,lying whole,,A,,,2,,,,,,,5.1,,5.3,,,,
1596,150253,,,,,lying cut,,B,,,1,,,,,,,39.4,,3.8,,,,
1598,150056,,,,,standing broken,,A,,,2,,,11.3,,,,22.4,,,,,,no top
1610,no tag,,,,,lying whole,,A,,,3,,,,,,,15.3,,6.1,,,,
1610,no tag,,,,,lying whole,,A,,,3,,,,,,,30.8,,20.6,,,,
1612,161938,,,,,standing broken,,B,,,2,,,,,,,12.4,,4.1,,,,
